track,scrobbles,user
The 1975 - She's American,45,JBreidfjord
The Beach Boys - Good Vibrations,45,JBreidfjord
The Beach Boys - Here Today - Remastered,45,JBreidfjord
The Black Keys - Little Black Submarines,45,JBreidfjord
The Cars - I Refuse,45,JBreidfjord
The Cars - Magic,45,JBreidfjord
The Doors - Alabama Song (Whisky Bar),45,JBreidfjord
The Zombies - Brief Candles - Mono Version,45,JBreidfjord
Tom Petty and The Heartbreakers - Refugee,45,JBreidfjord
Twenty One Pilots - Fake You Out,45,JBreidfjord
Yes - Survival - 2003 Remaster,45,JBreidfjord
ABBA - One of Us,44,JBreidfjord
ABBA - Slipping Through My Fingers,44,JBreidfjord
Arctic Monkeys - Fire and the Thud,44,JBreidfjord
Ariana Grande - Into You,44,JBreidfjord
Catfish and the Bottlemen - Sidewinder,44,JBreidfjord
Daniel Johnston - True Love Will Find You In The End,44,JBreidfjord
Fleetwood Mac - The Chain - Remastered,44,JBreidfjord
King Crimson - 21st Century Schizoid Man,44,JBreidfjord
King Gizzard & The Lizard Wizard - Dusk To Dawn On Lygon Street,44,JBreidfjord
King Gizzard & The Lizard Wizard - Garage Liddiard,44,JBreidfjord
King Gizzard & The Lizard Wizard - Greenhouse Heat Death,44,JBreidfjord
Led Zeppelin - Ramble On,44,JBreidfjord
Love - Old Man,44,JBreidfjord
Paul Simon - You Can Call Me Al,44,JBreidfjord
Queen - Flick of the Wrist,44,JBreidfjord
Rush - Leave That Thing Alone,44,JBreidfjord
The 1975 - M.O.N.E.Y.,44,JBreidfjord
The Beatles - Blackbird - Remastered,44,JBreidfjord
The Beatles - Julia - Remastered,44,JBreidfjord
"The Beatles - Ob-La-Di, Ob-La-Da - Remastered",44,JBreidfjord
The Cars - Moving in Stereo,44,JBreidfjord
The Mars Volta - Conjugal Burns,44,JBreidfjord
Tom Petty and The Heartbreakers - Breakdown,44,JBreidfjord
Tori Kelly - Talk,44,JBreidfjord
Van Morrison - Brown Eyed Girl,44,JBreidfjord
Arctic Monkeys - The Jeweller's Hands,43,JBreidfjord
Blue Öyster Cult - I Am the Storm,43,JBreidfjord
Blue Öyster Cult - Moon Crazy,43,JBreidfjord
Blue Öyster Cult - The Great Sun Jester,43,JBreidfjord
Bring Me the Horizon - True Friends,43,JBreidfjord
Bruce Springsteen - Dancing in the Dark,43,JBreidfjord
David Bowie - Oh! You Pretty Things - 2015 Remaster,43,JBreidfjord
Fleetwood Mac - Go Your Own Way - 2004 Remastered Edition,43,JBreidfjord
King Gizzard & The Lizard Wizard - Countdown,43,JBreidfjord
King Gizzard & The Lizard Wizard - Fishing For Fishies,43,JBreidfjord
King Gizzard & The Lizard Wizard - You Can Be Your Silhouette,43,JBreidfjord
Led Zeppelin - Bring It on Home - 1993 Remaster,43,JBreidfjord
"Mayday Parade - Call Me Hopeless, But Not Romantic",43,JBreidfjord
Metallica - Blackened,43,JBreidfjord
Queen - Flick Of The Wrist - Remastered 2011,43,JBreidfjord
Queen - The Hero,43,JBreidfjord
Supertramp - Rudy,43,JBreidfjord
The Beach Boys - That's Not Me - Remastered,43,JBreidfjord
The Beatles - A Day In the Life - Remastered,43,JBreidfjord
The Beatles - Every Little Thing - Remastered 2009,43,JBreidfjord
The Beatles - Michelle - Remastered,43,JBreidfjord
The Beatles - Norwegian Wood (This Bird Has Flown) - Remastered,43,JBreidfjord
The Cars - Hello Again,43,JBreidfjord
The Knife - Heartbeats,43,JBreidfjord
The Mamas & the Papas - California Dreamin' - Single Version,43,JBreidfjord
The Smiths - Hand in Glove - 2011 Remaster,43,JBreidfjord
The Zombies - Hung Up On a Dream - Mono Version,43,JBreidfjord
Carly Rae Jepsen - Store,42,JBreidfjord
"Frankie Valli & the Four Seasons - December, 1963 (Oh What A Night!)",42,JBreidfjord
King Gizzard & The Lizard Wizard - Boogieman Sam,42,JBreidfjord
King Gizzard & The Lizard Wizard - D-Day,42,JBreidfjord
King Gizzard & The Lizard Wizard - Organ Farmer,42,JBreidfjord
King Gizzard & The Lizard Wizard - Sketches of Brunswick East II,42,JBreidfjord
King Gizzard & The Lizard Wizard - Stressin',42,JBreidfjord
LCD Soundsystem - black screen,42,JBreidfjord
Mayday Parade - Letting Go,42,JBreidfjord
Queen - Stone Cold Crazy - Remastered 2011,42,JBreidfjord
Steely Dan - Midnite Cruiser,42,JBreidfjord
The 1975 - Nana,42,JBreidfjord
The Beatles - Mean Mr Mustard - Remastered,42,JBreidfjord
The Beatles - Revolution 1 - Remastered,42,JBreidfjord
The Beatles - The Continuing Story Of Bungalow Bill - Remastered,42,JBreidfjord
The Cars - I'm in Touch With Your World,42,JBreidfjord
The Cars - It's Not the Night,42,JBreidfjord
The Cars - Looking for Love,42,JBreidfjord
The Mars Volta - Metatron,42,JBreidfjord
Tom Petty - I Won't Back Down,42,JBreidfjord
Twenty One Pilots - Fairly Local,42,JBreidfjord
ABBA - Fernando,41,JBreidfjord
"ABBA - The Way Old Friends Do - Live At Wembley Arena, London, England / 1979",41,JBreidfjord
Alex Cameron - Country Figs,41,JBreidfjord
Alex Cameron - Stranger's Kiss (Duet with Angel Olsen),41,JBreidfjord
Arctic Monkeys - Fireside,41,JBreidfjord
Electric Light Orchestra - Twilight,41,JBreidfjord
King Gizzard & The Lizard Wizard - Cyboogie,41,JBreidfjord
King Gizzard & The Lizard Wizard - Hell,41,JBreidfjord
LCD Soundsystem - emotional haircut,41,JBreidfjord
LCD Soundsystem - tonite,41,JBreidfjord
Mac DeMarco - Blue Boy,41,JBreidfjord
Mac DeMarco - Chamber of Reflection,41,JBreidfjord
Mayday Parade - Your Song,41,JBreidfjord
Queen - Misfire - Remastered 2011,41,JBreidfjord
Rush - 2112: Overture / The Temples Of Syrinx / Discovery,41,JBreidfjord
Styx - Mr. Roboto,41,JBreidfjord
Styx - Too Much Time On My Hands,41,JBreidfjord
Supertramp - Downstream,41,JBreidfjord
Supertramp - Hide in Your Shell,41,JBreidfjord
Talking Heads - Road To Nowhere - 2005 Remaster,41,JBreidfjord
The 1975 - The City,41,JBreidfjord
"The Beach Boys - Caroline, No - Remastered",41,JBreidfjord
The Beach Boys - I'm Waiting For The Day - Remastered,41,JBreidfjord
The Beatles - Drive My Car - remastered,41,JBreidfjord
Tom Petty and The Heartbreakers - Don't Come Around Here No More,41,JBreidfjord
Vampire Weekend - White Sky,41,JBreidfjord
ABBA - Soldiers,40,JBreidfjord
Arctic Monkeys - Crying Lightning,40,JBreidfjord
Billy Joel - Sometimes a Fantasy,40,JBreidfjord
The Beths - Not Running,390,IcoBeltran
DJ Sabrina The Teenage DJ - Charmed Life,337,IcoBeltran
Angel Olsen - Chance,318,IcoBeltran
Blood Diamonds - Ritual,296,IcoBeltran
No Vacation - Linger,294,IcoBeltran
The War on Drugs - Red Eyes,292,IcoBeltran
DJ Sabrina The Teenage DJ - (Just Reminds Me That) We're All Alone,290,IcoBeltran
Snail Mail - Heat Wave,290,IcoBeltran
The Beths - Acrid,288,IcoBeltran
Carly Rae Jepsen - Julien,281,IcoBeltran
Massive Attack - Angel,277,IcoBeltran
The Beths - I'm Not Getting Excited,277,IcoBeltran
The Beths - Dying to Believe,275,IcoBeltran
Madeon - No Fear No More,271,IcoBeltran
DJ Sabrina The Teenage DJ - Try Not To Be Afraid,265,IcoBeltran
Burial - Come Down to Us,256,IcoBeltran
The Beths - Future Me Hates Me,256,IcoBeltran
Soccer Mommy - circle the drain,251,IcoBeltran
Gang of Youths - the angel of 8th ave.,250,IcoBeltran
Sewerslvt - Kawaii Razor Blades,250,IcoBeltran
Carly Rae Jepsen - Run Away with Me,246,IcoBeltran
My Bloody Valentine - When You Sleep,246,IcoBeltran
Massive Attack - Black Milk,245,IcoBeltran
Madeon - Dream Dream Dream,242,IcoBeltran
Yves Tumor - Gospel for a New Century,234,IcoBeltran
"Angel Olsen - Waving, Smiling",232,IcoBeltran
Carly Rae Jepsen - Now That I Found You,227,IcoBeltran
The Beths - Whatever,225,IcoBeltran
Ethan Gruska - Teenage Drug,223,IcoBeltran
Crying - Premonitory Dream,219,IcoBeltran
Gryffin - OMG (with Carly Rae Jepsen),218,IcoBeltran
Pronoun - stay,217,IcoBeltran
My Bloody Valentine - Only Shallow,216,IcoBeltran
Radiohead - Airbag,216,IcoBeltran
Beach Bunny - Promises,215,IcoBeltran
Iceage - Plowing Into the Field of Love,214,IcoBeltran
Hatchie - Sure,213,IcoBeltran
Deafheaven - You Without End,212,IcoBeltran
"Belle and Sebastian - Get Me Away From Here, I’m Dying",210,IcoBeltran
Dogleg - Fox,210,IcoBeltran
Hatchie - Adored,210,IcoBeltran
Carly Rae Jepsen - Real Love,208,IcoBeltran
Carly Rae Jepsen - This Love Isn't Crazy,208,IcoBeltran
Madeon - No Fear No More (Remix),208,IcoBeltran
Slayyyter - Mine,206,IcoBeltran
Madeon - You're On (feat. Kyan),204,IcoBeltran
The Beths - Lying in the Sun,204,IcoBeltran
Raveena - Headaches,203,IcoBeltran
The Mowgli's - Wasting Time,201,IcoBeltran
The War on Drugs - Holding On,201,IcoBeltran
Angel Olsen - Shut Up Kiss Me,199,IcoBeltran
Help Stamp Out Loneliness - My Window,199,IcoBeltran
My Bloody Valentine - To Here Knows When,199,IcoBeltran
Radiohead - The Tourist,199,IcoBeltran
Belle and Sebastian - The Fox in the Snow,198,IcoBeltran
070 Shake - Guilty Conscience,197,IcoBeltran
Crying - Wool in The Wash,197,IcoBeltran
Hatchie - When I Get Out,197,IcoBeltran
Carly Rae Jepsen - Gimmie Love,196,IcoBeltran
Snail Mail - Thinning,196,IcoBeltran
Iceage - Pain Killer,193,IcoBeltran
My Bloody Valentine - Sometimes,193,IcoBeltran
Porter Robinson - Something Comforting,193,IcoBeltran
Iglooghost - White Gum,192,IcoBeltran
My Bloody Valentine - Come In Alone,192,IcoBeltran
Grimes - Oblivion,191,IcoBeltran
Future Islands - Ran,190,IcoBeltran
Luomo - Tessio,189,IcoBeltran
Caroline Rose - Soul No. 5,188,IcoBeltran
DIIV - Follow,188,IcoBeltran
Alex Cameron - Candy May,186,IcoBeltran
Charli XCX - Next Level Charli,186,IcoBeltran
Hatchie - Sleep,186,IcoBeltran
Nilüfer Yanya - Paralysed,185,IcoBeltran
Lorde - Supercut,184,IcoBeltran
Madeon - Heavy With Hoping,184,IcoBeltran
Sophie - Ponyboy,184,IcoBeltran
Belle and Sebastian - Like Dylan in the Movies,183,IcoBeltran
Joey Bada$$ - Temptation,183,IcoBeltran
Carly Rae Jepsen - Higher,182,IcoBeltran
Carly Rae Jepsen - I Really Like You,182,IcoBeltran
Iceage - The Lord's Favorite,182,IcoBeltran
Lorde - Perfect Places,182,IcoBeltran
Animal Collective - Did You See the Words,181,IcoBeltran
Radiohead - Let Down,181,IcoBeltran
Radiohead - Subterranean Homesick Alien,181,IcoBeltran
Snail Mail - Pristine,181,IcoBeltran
Faye Webster - Pigeon,180,IcoBeltran
Pronoun - wrong,180,IcoBeltran
Snail Mail - The 2nd Most Beautiful Girl In The World,180,IcoBeltran
Soccer Mommy - Last Girl,180,IcoBeltran
Clairo - Bags,179,IcoBeltran
Deamn - Save Me,179,IcoBeltran
Lana Del Rey - Mariners Apartment Complex,179,IcoBeltran
Hatchie - Keep,178,IcoBeltran
Drive Like Jehu - Here Come The Rome Plows,177,IcoBeltran
Hazel English - Never Going Home,177,IcoBeltran
Snail Mail - Full Control,177,IcoBeltran
Camera Obscura - Shine Like a New Pin,176,IcoBeltran
Crying - There Was a Door,176,IcoBeltran
My Bloody Valentine - I Only Said,176,IcoBeltran
The Knife - Heartbeats,176,IcoBeltran
Animal Collective - In the Flowers,175,IcoBeltran
Crying - Origin,175,IcoBeltran
My Bloody Valentine - Loomer,175,IcoBeltran
Animal Collective - Leaf House,174,IcoBeltran
Animal Collective - My Girls,173,IcoBeltran
Let's Eat Grandma - It's Not Just Me,173,IcoBeltran
Animal Collective - The Purple Bottle,170,IcoBeltran
Iceage - Ecstasy,170,IcoBeltran
Kendrick Lamar - Money Trees,168,IcoBeltran
My Bloody Valentine - Soon,167,IcoBeltran
Grimes - REALiTi,164,IcoBeltran
The Beths - Great No One,162,IcoBeltran
Wallows - OK - with Remi Wolf & Solomonophonic,159,IcoBeltran
"DJ Sabrina The Teenage DJ - Alrighty, Then!",155,IcoBeltran
The Beths - Less Than Thou,151,IcoBeltran
The Beths - Little Death,151,IcoBeltran
DJ Sabrina The Teenage DJ - How Did You Know?,149,IcoBeltran
Iceage - Against the Moon,148,IcoBeltran
Crying - Patriot,143,IcoBeltran
Grimes - Flesh without Blood,142,IcoBeltran
Massive Attack - Teardrop,142,IcoBeltran
Natalie Imbruglia - Torn,137,IcoBeltran
My Bloody Valentine - Blown a Wish,136,IcoBeltran
Yumi Zouma - Cool For A Second,136,IcoBeltran
Angel Olsen - Sister,135,IcoBeltran
Sophie - Immaterial,134,IcoBeltran
Massive Attack - Risingson,133,IcoBeltran
"The Beths - Mars, the God of War",133,IcoBeltran
Calvin Harris - Pray to God,132,IcoBeltran
Crying - Well and Spring,132,IcoBeltran
My Bloody Valentine - Touched,132,IcoBeltran
Four Tet - Baby,130,IcoBeltran
The Beths - Jump Rope Gazers,130,IcoBeltran
Calvin Harris - Pray to God (feat. HAIM),128,IcoBeltran
Raveena - Close 2 U,128,IcoBeltran
Burial - Near Dark,127,IcoBeltran
Crying - A Sudden Gust,126,IcoBeltran
Deafheaven - Worthless Animal,126,IcoBeltran
Jenevieve - Baby Powder,123,IcoBeltran
Belle and Sebastian - Me and the Major,122,IcoBeltran
DJ Sabrina The Teenage DJ - This Is For The Lovers,122,IcoBeltran
The Beths - Just Shy of Sure,120,IcoBeltran
Nilüfer Yanya - Heavyweight Champion of the Year,119,IcoBeltran
Snail's house - love birds,117,IcoBeltran
My Bloody Valentine - What You Want,116,IcoBeltran
Natasha Bedingfield - Unwritten,116,IcoBeltran
"Arcade Player - Lith Harbor (From ""MapleStory"")",115,IcoBeltran
Carly Rae Jepsen - E·MO·TION,115,IcoBeltran
Perfume Genius - On the Floor,115,IcoBeltran
Radiohead - Karma Police,115,IcoBeltran
Crying - The Curve,113,IcoBeltran
Carly Rae Jepsen - I Didn't Just Come Here to Dance,112,IcoBeltran
Crying - Revive,112,IcoBeltran
Grimes - Artangels,112,IcoBeltran
The Courtneys - 90210,112,IcoBeltran
Carly Rae Jepsen - Party for One,111,IcoBeltran
Carly Rae Jepsen - Too Much,111,IcoBeltran
Polish Club - Breakapart,110,IcoBeltran
The All-American Rejects - Gonzo,110,IcoBeltran
Angel Olsen - Spring,109,IcoBeltran
Destroyer - Your Blood,109,IcoBeltran
Iceage - Forever,109,IcoBeltran
Beach Bunny - Cloud 9,108,IcoBeltran
Deamn - Hypnotized,108,IcoBeltran
Porter Robinson - Sad Machine,108,IcoBeltran
Angel Olsen - Give It Up,107,IcoBeltran
Carly Rae Jepsen - Boy Problems,106,IcoBeltran
Kendrick Lamar - good kid,106,IcoBeltran
Angel Olsen - Heart Shaped Face,105,IcoBeltran
Animal Collective - Alvin Row,105,IcoBeltran
Massive Attack - Inertia Creeps,105,IcoBeltran
Angel Olsen - Woman,104,IcoBeltran
Madeon - All My Friends,103,IcoBeltran
TOKiMONSTA - Fried for the Night,103,IcoBeltran
Animal Collective - Fireworks,102,IcoBeltran
Crying - Children of the Wind,102,IcoBeltran
Auli'i Cravalho - How Far I'll Go,101,IcoBeltran
Bibio - Curls,101,IcoBeltran
Madeon - Hold Me Just Because,100,IcoBeltran
Iceage - On My Fingers,99,IcoBeltran
Radiohead - Paranoid Android,99,IcoBeltran
famba - In My Head (feat. Eric Lumiere),98,IcoBeltran
Alex Cameron - Country Figs,97,IcoBeltran
Angel Olsen - All Mirrors,97,IcoBeltran
Carly Rae Jepsen - Felt This Way,97,IcoBeltran
Rina Sawayama - XS,97,IcoBeltran
Angel Olsen - Lark,96,IcoBeltran
Dogleg - Wartortle,96,IcoBeltran
"Kendrick Lamar - Bitch, Don’t Kill My Vibe",96,IcoBeltran
Laurel - Scream Drive Faster,96,IcoBeltran
CunninLynguists - Stars Shine Brightest (In the Darkest of Night),95,IcoBeltran
Deafheaven - Glint,95,IcoBeltran
"Camera Obscura - Lloyd, I'm Ready To Be Heartbroken",94,IcoBeltran
Carly Rae Jepsen - Want You in My Room,94,IcoBeltran
Danny L Harle - Super Natural,94,IcoBeltran
Grimes - Genesis,94,IcoBeltran
Iceage - Let It Vanish,94,IcoBeltran
Allie X - Paper Love,93,IcoBeltran
Charli XCX - 1999,93,IcoBeltran
Drive Like Jehu - Luau,93,IcoBeltran
Hailee Steinfeld - Love Myself,93,IcoBeltran
The Beths - Don't Go Away,93,IcoBeltran
Dogleg - Kawasaki Backflip,92,IcoBeltran
The War on Drugs - Baby Missiles,92,IcoBeltran
U.S. Girls - 4 American Dollars,92,IcoBeltran
Burial - Archangel,91,IcoBeltran
Dua Lipa - Hallucinate,91,IcoBeltran
Hatchie - Obsessed,91,IcoBeltran
Iceage - How Many,91,IcoBeltran
Carly Rae Jepsen - Cry,90,IcoBeltran
Hatchie - Stay With Me,90,IcoBeltran
Jamie xx - Idontknow,90,IcoBeltran
Jessie Ware - Spotlight,90,IcoBeltran
SG Lewis - Better - SG Lewis x Clairo,90,IcoBeltran
Kendrick Lamar - The Blacker the Berry,89,IcoBeltran
Animal Collective - Summertime Clothes,88,IcoBeltran
Bladee - Girls just want to have fun,88,IcoBeltran
Carly Rae Jepsen - Right Words Wrong Time,88,IcoBeltran
"Iceage - Glassy Eyed, Dormant and Veiled",88,IcoBeltran
Iceage - Stay,88,IcoBeltran
Mannequin Pussy - To Lose You,88,IcoBeltran
Mura Masa - I Don’t Think I Can Do This Again (with Clairo),88,IcoBeltran
Rolling Blackouts Coastal Fever - Cars In Space,88,IcoBeltran
Sewerslvt - Newlove,88,IcoBeltran
Liz Lawrence - California Screaming,87,IcoBeltran
Phoebe Bridgers - Kyoto,87,IcoBeltran
Angel Olsen - Never Be Mine,86,IcoBeltran
Animal Collective - Chocolate Girl,86,IcoBeltran
Calvin Harris - Outside (feat. Ellie Goulding),86,IcoBeltran
Nilüfer Yanya - Heat Rises,86,IcoBeltran
The Beths - Happy Unhappy,86,IcoBeltran
Angel Olsen - Not Gonna Kill You,85,IcoBeltran
Barely Alive - Electric Lady,85,IcoBeltran
At the Drive-In - Arcarsenal,84,IcoBeltran
Carly Rae Jepsen - Cut to the Feeling,84,IcoBeltran
Girls - Lust For Life,84,IcoBeltran
Iceage - Abundant Living,84,IcoBeltran
Julia Holter - Betsy on the Roof,84,IcoBeltran
Mike Posner - Move On,84,IcoBeltran
My Bloody Valentine - Thorn,84,IcoBeltran
Carly Rae Jepsen - First Time,83,IcoBeltran
Jordin Sparks - No Air (feat. Chris Brown),83,IcoBeltran
Massive Attack - Mezzanine,83,IcoBeltran
Phoebe Bridgers - ICU,83,IcoBeltran
Squarepusher - Oberlove,83,IcoBeltran
Aphex Twin - Xtal,82,IcoBeltran
Deamn - Sign,82,IcoBeltran
Hatchie - Kiss The Stars,82,IcoBeltran
Little Simz - Offence,82,IcoBeltran
The Beths - Rush Hour 3,82,IcoBeltran
Angel Olsen - Those Were the Days,80,IcoBeltran
Animal Collective - Turn Into Something,80,IcoBeltran
Belle and Sebastian - Nobody's Empire,80,IcoBeltran
Boards of Canada - Wildlife Analysis,80,IcoBeltran
Hatchie - Her Own Heart,80,IcoBeltran
Iceage - Simony,80,IcoBeltran
The War on Drugs - An Ocean in Between the Waves,80,IcoBeltran
Alex Cameron - Studmuffin96,79,IcoBeltran
Animal Collective - Brother Sport,79,IcoBeltran
Barrie - Clovers,79,IcoBeltran
Kendrick Lamar - m.A.A.d city,79,IcoBeltran
Massive Attack - Heat Miser,79,IcoBeltran
Animal Collective - Bluish,78,IcoBeltran
Boards of Canada - Roygbiv,78,IcoBeltran
Massive Attack - Exchange,78,IcoBeltran
Radiohead - No Surprises,78,IcoBeltran
Belle and Sebastian - Sleep the Clock Around,77,IcoBeltran
Deafheaven - Honeycomb,77,IcoBeltran
Deamn - Rendezvous,77,IcoBeltran
My Bloody Valentine - Soft as Snow (But Warm Inside),77,IcoBeltran
Sharon Van Etten - Seventeen,77,IcoBeltran
Alex Cameron - Stranger's Kiss (Duet with Angel Olsen),76,IcoBeltran
Alvvays - In Undertow,76,IcoBeltran
Angel Olsen - Intern,76,IcoBeltran
"DJ Sabrina The Teenage DJ - My Baby, I Become Unhinged",76,IcoBeltran
Petite Meller - Baby Love,76,IcoBeltran
Swans - Cloud of Forgetting,76,IcoBeltran
Angel Olsen - What It Is,75,IcoBeltran
Bad Moves - Out Of Reach,75,IcoBeltran
Belle and Sebastian - If You’re Feeling Sinister,75,IcoBeltran
Carly Rae Jepsen - No Drug Like Me,75,IcoBeltran
Cocteau Twins - Heaven or Las Vegas,75,IcoBeltran
Deamn - Give Me Your Love,75,IcoBeltran
Drive Like Jehu - Golden Brown,75,IcoBeltran
Hatchie - Without A Blush,75,IcoBeltran
Carly Rae Jepsen - Let's Get Lost,74,IcoBeltran
Carly Rae Jepsen - Tonight I'm Getting Over You,74,IcoBeltran
Danny Brown - XXX,74,IcoBeltran
Kendrick Lamar - These Walls,74,IcoBeltran
Pronoun - Run,74,IcoBeltran
Pronoun - temporary tantrum,74,IcoBeltran
Snail Mail - Static Buzz,74,IcoBeltran
The War on Drugs - Strangest Thing,74,IcoBeltran
Belle and Sebastian - Dirty Dream Number Two,73,IcoBeltran
Carly Rae Jepsen - The Sound,73,IcoBeltran
Copeland - Love is a Fast Song,73,IcoBeltran
Future Islands - Seasons (Waiting on You),73,IcoBeltran
Hatchie - Secret,73,IcoBeltran
Iceage - Cimmerian Shade,73,IcoBeltran
Passion Pit - Sleepyhead,73,IcoBeltran
Radiohead - Lucky,73,IcoBeltran
Angel Olsen - Tonight,72,IcoBeltran
Boards of Canada - Dayvan Cowboy,72,IcoBeltran
Death Grips - On GP,72,IcoBeltran
Madeon - Be Fine,72,IcoBeltran
Massive Attack - Man Next Door,72,IcoBeltran
Alexandra Savior - Can't Help Myself,71,IcoBeltran
Angel Olsen - New Love Cassette,71,IcoBeltran
Barely Civil - Box for My Organs,71,IcoBeltran
Deamn - Ocean,71,IcoBeltran
"Earth, Wind & Fire - September",71,IcoBeltran
Fever Ray - If I Had a Heart,71,IcoBeltran
Julia Holter - Feel You,71,IcoBeltran
Maren Morris - GIRL,71,IcoBeltran
Zomby - Witch Hunt,71,IcoBeltran
Allie X - Little Things,70,IcoBeltran
Angel Olsen - Impasse,70,IcoBeltran
Animal Collective - For Reverend Green,70,IcoBeltran
Burial - Untitled,70,IcoBeltran
Carly Rae Jepsen - Window,70,IcoBeltran
Kendrick Lamar - Poetic Justice,70,IcoBeltran
Poppy - In a Minute,70,IcoBeltran
Virtual Self - Particle Arts,70,IcoBeltran
Weatherday - Come in,70,IcoBeltran
Angel Olsen - Too Easy,69,IcoBeltran
Boards of Canada - An Eagle in Your Mind,69,IcoBeltran
Declan McKenna - You Better Believe!!!,69,IcoBeltran
Gabrielle Aplin - Miss You,69,IcoBeltran
Joey Bada$$ - For My People,69,IcoBeltran
Jung - Let Him Go,69,IcoBeltran
JVNA - Gurenge,69,IcoBeltran
MGMT - She Works Out Too Much,69,IcoBeltran
Waxahatchee - Can’t Do Much,69,IcoBeltran
Angel Olsen - Summer,68,IcoBeltran
BROCKHAMPTON - JUNKY,68,IcoBeltran
Burial - Untrue,68,IcoBeltran
Drive Like Jehu - Do You Compute,68,IcoBeltran
MAX - Love Me Less (feat. Kim Petras),68,IcoBeltran
Yves Tumor - Kerosene!,68,IcoBeltran
Angel Olsen - Pops,67,IcoBeltran
Burial - Space Cadet,67,IcoBeltran
Dehd - Loner,67,IcoBeltran
Lolo Zouaï - Caffeine,67,IcoBeltran
SG Lewis - Throwaway (with Clairo),67,IcoBeltran
Superorganism - Night Time,67,IcoBeltran
Angel Olsen - Whole New Mess,66,IcoBeltran
Belle and Sebastian - The State I’m In,66,IcoBeltran
DJ Sabrina The Teenage DJ - Forever,66,IcoBeltran
Doe Paoro - Midnight Choir,66,IcoBeltran
Iceage - Catch It,66,IcoBeltran
Iglooghost - Göd Grid,66,IcoBeltran
Iglooghost - Peanut Choker,66,IcoBeltran
Iglooghost - Super Ink Burst,66,IcoBeltran
Madeon - Mania,66,IcoBeltran
Strange Ranger - Needing You,66,IcoBeltran
SZA - The Other Side (from Trolls World Tour),66,IcoBeltran
Caroline Rose - Bikini,65,IcoBeltran
Danny Brown - Really Doe,65,IcoBeltran
Fugazi - Turnover,65,IcoBeltran
Hop Along - How Simple,65,IcoBeltran
Iglooghost - Bug Thief,65,IcoBeltran
Lauv - Mean It,65,IcoBeltran
Madeon - Nirvana,65,IcoBeltran
Massive Attack - Dissolved Girl,65,IcoBeltran
Raveena - Heartbeat,65,IcoBeltran
Roy Blair - I DONT KNOW ABOUT HIM,65,IcoBeltran
The Beths - Uptown Girl,65,IcoBeltran
Belle and Sebastian - If She Wants Me,64,IcoBeltran
Blood Diamonds - Phone Sex (feat. Grimes),64,IcoBeltran
Culture Shock - Deconstruct,64,IcoBeltran
DIIV - Loose Ends,64,IcoBeltran
Doss - Puppy,64,IcoBeltran
Estelle - American Boy,64,IcoBeltran
Grimes - World Princess Part II,64,IcoBeltran
Unwound - Kantina,64,IcoBeltran
Weezer - Say It Ain't So,64,IcoBeltran
Anamanaguchi - Densmore,63,IcoBeltran
Angel Olsen - The Waiting,63,IcoBeltran
Blonde Redhead - 23,63,IcoBeltran
Boards of Canada - The Color of the Fire,63,IcoBeltran
Broken Social Scene - Cause = Time,63,IcoBeltran
Keri Hilson - Knock You Down,63,IcoBeltran
Lizzo - Juice,63,IcoBeltran
Mannequin Pussy - Who You Are,63,IcoBeltran
My Bloody Valentine - Sueisfine,63,IcoBeltran
Our Lady Peace - Stop Making Stupid People Famous (feat. Pussy Riot),63,IcoBeltran
Radiohead - Exit Music (for a Film),63,IcoBeltran
Run the Jewels - 2100 (feat. BOOTS),63,IcoBeltran
The Pains of Being Pure at Heart - Young Adult Friction,63,IcoBeltran
Tops - I Feel Alive,63,IcoBeltran
beabadoobee - Care,62,IcoBeltran
Boards of Canada - Turquoise Hexagon Sun,62,IcoBeltran
Carly Rae Jepsen - Automatically in Love,62,IcoBeltran
Doja Cat - Tia Tamera (feat. Rico Nasty),62,IcoBeltran
Fugazi - Waiting Room,62,IcoBeltran
Gabrielle Aplin - Losing Me,62,IcoBeltran
Georgia - Never Let You Go,62,IcoBeltran
Hatchie - Unwanted Guest,62,IcoBeltran
Magdalena Bay - Secrets (Your Fire),62,IcoBeltran
Nilüfer Yanya - Baby Blu,62,IcoBeltran
Raveena - Starflower,62,IcoBeltran
Sewerslvt - Restlessness,62,IcoBeltran
Ulcerate - Stare Into Death And Be Still,62,IcoBeltran
Virtual Self - EON BREAK,62,IcoBeltran
Beach Bunny - Ms. California,61,IcoBeltran
Can - Paperhouse - 2011 Remastered,61,IcoBeltran
Cult of Luna - Three Bridges,61,IcoBeltran
Everything Everything - Violent Sun,61,IcoBeltran
Grimes - 4ÆM,61,IcoBeltran
La Dispute - You and I in Unison,61,IcoBeltran
Let's Eat Grandma - Hot Pink,61,IcoBeltran
The Beths - You Wouldn't Like Me,61,IcoBeltran
The Weeknd - Faith,61,IcoBeltran
Tropical Fuck Storm - You Let My Tyres Down,61,IcoBeltran
Angel Olsen - Endgame,60,IcoBeltran
Animal Collective - Water Curses,60,IcoBeltran
Beck - The Golden Age,60,IcoBeltran
DIIV - Out of Mind,60,IcoBeltran
Floral Tattoo - She,60,IcoBeltran
Julee Cruise - Floating,60,IcoBeltran
JVNA - Breakdown,60,IcoBeltran
Madeon - Miracle,60,IcoBeltran
Massive Attack - Group Four,60,IcoBeltran
